,user_id,status_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,quote_count,reply_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,status_url,name,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,account_lang,profile_banner_url,profile_background_url,profile_image_url,,Drought,,Tip,Workshop,,Information,Motivation,Skills,,Subsidy,Bill,,Regulations,Behavioral,Incentives
43,245885568,8.12E+17,1482349399,OtayWater,"With multiple storms expected this week, please remember to turn off your irrigation and sprinklers for 48 hours following the rain. https://t.co/FfG443Q46z",Twitter for iPhone,140,NA,NA,NA,FALSE,TRUE,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42903894,SanDiegoESD,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.12E+17,"With multiple storms expected this week, please remember to turn off your irrigation and sprinklers for 48 hours following the rain. https://t.co/FfG443Q46z",1482337701,Twitter Web Client,12,15,42903894,SanDiegoESD,San Diego ESD,1217,700,1936,"ÜT: 32.836508,-117.109862","The Environmental Services Department provides solid waste mgmt, resource conservation & environmental protection for public health & a sustainable community.",FALSE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/OtayWater/status/811658327906103296,Otay Water District,"Spring Valley, CA","Providing exceptional water and sewer service to nearly 226,000 customers in southeastern San Diego County.",https://t.co/y1kqbSpUX2,FALSE,2160,503,73,4316,1561,1296581973,FALSE,https://t.co/y1kqbSpUX2,http://www.otaywater.gov,NA,https://pbs.twimg.com/profile_banners/245885568/1602183589,http://abs.twimg.com/images/themes/theme16/bg.gif,http://pbs.twimg.com/profile_images/1031656819020554240/zDiVZ4pu_normal.jpg,,1,,,,,1,,,,,,,,1,
48,38734174,7.38E+17,1464884327,BeingWaterWise,Celebrating collaboration on securing the water supply for the Inland Southern California region - Brine... https://t.co/M3OQCVQEkc,Facebook,131,NA,NA,NA,FALSE,FALSE,4,0,NA,NA,NA,NA,fb.me/2GXjzQmWn,https://t.co/M3OQCVQEkc,http://fb.me/2GXjzQmWn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/BeingWaterWise/status/738404505889480704,Western MWD,"Riverside, CA","Providing water resource management and water, wastewater and recycled water services for nearly 1 million people in Inland SoCal. https://t.co/CfyosMq5dY.",https://t.co/JykrHfD3dX,FALSE,4506,382,146,6220,3689,1241813389,TRUE,https://t.co/JykrHfD3dX,http://wmwd.com,NA,https://pbs.twimg.com/profile_banners/38734174/1565890260,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1161435319356362752/KRWd4z-U_normal.jpg,,1,,,,,1,,,,,,,,1,
51,17369233,7.49E+17,1467328206,LVMWD,"Rebates available for toilets, washing machines &amp; more! 💰 💰 https://t.co/qYQRLwkpoL https://t.co/wvX9xjgIK2",Hootsuite,87,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,NA,NA,lvmwd.info/1ZH54XI,https://t.co/qYQRLwkpoL,http://lvmwd.info/1ZH54XI,http://pbs.twimg.com/media/CmPBo6oWUAEfMf8.jpg,https://t.co/wvX9xjgIK2,https://twitter.com/LVMWD/status/748654874754158592/photo/1,photo,http://pbs.twimg.com/media/CmPBo6oWUAEfMf8.jpg,https://t.co/wvX9xjgIK2,https://twitter.com/LVMWD/status/748654874754158592/photo/1,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/LVMWD/status/748654874754158592,Las Virgenes MWD,"Calabasas, CA USA","Providing safe, reliable drinking water and wastewater treatment services to 65,000+ customers. Call (818) 251-2100 to report a water or sewer emergency.",http://t.co/2nlpsQJLTQ,FALSE,2207,1230,99,5599,5056,1226596594,FALSE,http://t.co/2nlpsQJLTQ,http://www.lvmwd.com,NA,https://pbs.twimg.com/profile_banners/17369233/1600866739,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1184593310524104705/uVvcEDju_normal.jpg,,1,,,,,,,,,1,,,,,1
54,24053573,2.49E+17,1348251251,CCWD,"Now that the shuttle has flown by, take your car to a car wash that recycles water! Look here to save water &amp; money.http://t.co/INuw77St",Twitter Web Client,140,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,NA,NA,bit.ly/HhICud,http://t.co/INuw77St,http://bit.ly/HhICud,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/CCWD/status/249209928995201025,Contra Costa Water,"Concord, CA, 94520","Delivering safe, clean water to 500,000 people in central and eastern Contra Costa County.",https://t.co/LCNVDG7Chh,FALSE,3255,288,122,1908,288,1236896499,TRUE,https://t.co/LCNVDG7Chh,http://www.ccwater.com,NA,https://pbs.twimg.com/profile_banners/24053573/1366926618,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1145806277861228544/C8YjqefZ_normal.jpg,,1,,1,,,,1,1,,,,,,1,
55,305260616,5.42E+17,1418151222,venturawaterCA,Get Ready for the RAIN and SAVE OUR WATER with a Rain Barrel: http://t.co/iM6qRAiCL7 http://t.co/J8qWqQniyZ,Facebook,107,NA,NA,NA,FALSE,FALSE,0,1,NA,NA,NA,NA,"c(""bit.ly/1z3l5dC"", ""fb.me/70adlCJZK"")","c(""http://t.co/iM6qRAiCL7"", ""http://t.co/J8qWqQniyZ"")","c(""http://bit.ly/1z3l5dC"", ""http://fb.me/70adlCJZK"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/venturawaterCA/status/542391653676236801,Ventura Water,"Ventura, California",A Trusted Life Source for Generations- Ventura Water provides safe and reliable water and wastewater services to the City of Ventura.,https://t.co/bUz9nShaDw,FALSE,1927,585,43,3695,168,1306362650,FALSE,https://t.co/bUz9nShaDw,http://www.venturawater.net,NA,https://pbs.twimg.com/profile_banners/305260616/1584552166,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1455821592/110720_Ventura_Waterlogoweb180_normal.jpg,,1,,1,,,1,,1,,,,,,1,
57,130282081,8.99E+17,1503167885,ElsinoreEddie,"In an effort to improve water resource management and customer service, EVMWD is modernizing its water system!... https://t.co/TTdkVdTxBn",Facebook,137,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,fb.me/6HeDL8hdW,https://t.co/TTdkVdTxBn,http://fb.me/6HeDL8hdW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/ElsinoreEddie/status/898977385667731456,Elsinore Eddie,"ÜT: 33.687625,-117.333786",Please see Elsinore Valley Municipal Water District’s policy on social media at http://t.co/fXpgQRQaEh for use of this site/page.,http://t.co/fXpgQRQaEh,FALSE,241,113,13,1656,31,1270589625,FALSE,http://t.co/fXpgQRQaEh,http://www.evmwd.com,NA,https://pbs.twimg.com/profile_banners/130282081/1478124872,http://abs.twimg.com/images/themes/theme13/bg.gif,http://pbs.twimg.com/profile_images/816337876258463744/0sh6vfxa_normal.jpg,,1,,,,,1,,,,,,,,1,
60,385115091,3.71E+17,1377198205,tdpud,"Truckee Thursday today from 5 - 9 pm.  Get your FREE CFL's, low-flow shower heads and hose spray nozzles. http://t.co/ihx5MIY0oh",Twitter Web Client,128,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,http://pbs.twimg.com/media/BSS2-R_CEAA5oTA.jpg,http://t.co/ihx5MIY0oh,https://twitter.com/tdpud/status/370622250438758400/photo/1,photo,http://pbs.twimg.com/media/BSS2-R_CEAA5oTA.jpg,http://t.co/ihx5MIY0oh,https://twitter.com/tdpud/status/370622250438758400/photo/1,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/tdpud/status/370622250438758400,Truckee Donner PUD,"Truckee, CA",The TDPUD is a publically owned electric and water utility. Note that this Twitter account is not monitored 24/7.  Outages or emergency call 530-587-3896,http://t.co/Yqp69C8woQ,FALSE,923,186,24,1090,92,1317766555,FALSE,http://t.co/Yqp69C8woQ,http://www.tdpud.org,NA,https://pbs.twimg.com/profile_banners/385115091/1614831583,http://abs.twimg.com/images/themes/theme6/bg.gif,http://pbs.twimg.com/profile_images/1328449253220388865/mRTbTN4o_normal.png,,1,,,,,1,,,,1,,,,1,1
65,932945646,1.06E+18,1540405111,PAUtilities,"Are you sowing a fall garden for beautiful spring blooms? Catch one of several helpful workshops for water-wise gardening happening around our county. Learn about composting, upgrading irrigation equipment, harvesting rainwater, graywater reuse and more!  https://t.co/lTUH3CHpey https://t.co/UFYlrr5A0n",Twitter Web Client,139,NA,NA,NA,FALSE,TRUE,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14792742,valleywater,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06E+18,"Are you sowing a fall garden for beautiful spring blooms? Catch one of several helpful workshops for water-wise gardening happening around our county. Learn about composting, upgrading irrigation equipment, harvesting rainwater, graywater reuse and more!  https://t.co/lTUH3CHpey https://t.co/UFYlrr5A0n",1540401006,Sprout Social,2,4,14792742,valleywater,valleywater,4162,454,3300,"San Jose, California","Providing Silicon Valley safe, clean water and natural flood protection for a healthy life, environment, and economy.",FALSE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/PAUtilities/status/1055161630047199234,Palo Alto Utilities,City of Palo Alto,"Supplier of electricity, gas, water, & sewer services to Palo Alto residents & businesses. Celebrating over 125 years of service in 2021! Power to the people!",https://t.co/hi6TTBmVZG,FALSE,3879,684,77,3072,1785,1352322819,FALSE,https://t.co/hi6TTBmVZG,http://www.cityofpaloalto.org/utilities,NA,https://pbs.twimg.com/profile_banners/932945646/1608189917,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/961425414882144256/IjRP9-6d_normal.jpg,,1,,,1,,1,,1,,,,,,1,
68,305260616,3.19E+17,1364852393,venturawaterCA,"FREE Ocean Friendly Garden Workshop Saturday, April 13, 9am-4:00pm, JOIN US:... http://t.co/tdlksEm6Ad",Facebook,102,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,fb.me/2ep6vMxYu,http://t.co/tdlksEm6Ad,http://fb.me/2ep6vMxYu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/venturawaterCA/status/318840162689884160,Ventura Water,"Ventura, California",A Trusted Life Source for Generations- Ventura Water provides safe and reliable water and wastewater services to the City of Ventura.,https://t.co/bUz9nShaDw,FALSE,1927,585,43,3695,168,1306362650,FALSE,https://t.co/bUz9nShaDw,http://www.venturawater.net,NA,https://pbs.twimg.com/profile_banners/305260616/1584552166,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1455821592/110720_Ventura_Waterlogoweb180_normal.jpg,,1,,,1,,1,,1,,,,,,1,
73,2327619312,1.12E+18,1555036231,DWAwater,Fascinating talk on the history of water by Palm Springs Historical Society - with lots of great photos. https://t.co/14Q2kuDEur,Twitter for iPhone,104,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,NA,NA,NA,NA,NA,http://pbs.twimg.com/media/D361M17UEAEqJ_J.jpg,https://t.co/14Q2kuDEur,https://twitter.com/DWAwater/status/1116528995867082752/photo/1,photo,"c(""http://pbs.twimg.com/media/D361M17UEAEqJ_J.jpg"", ""http://pbs.twimg.com/media/D361M16UYAAr6gZ.jpg"")","c(""https://t.co/14Q2kuDEur"", ""https://t.co/14Q2kuDEur"")","c(""https://twitter.com/DWAwater/status/1116528995867082752/photo/1"", ""https://twitter.com/DWAwater/status/1116528995867082752/photo/1"")",NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.twitter.com/1.1/geo/id/fbd6d2f5a4e4a15e.json,California,"California, USA",admin,United States,US,"c(NA, NA)","c(NA, NA)","c(-124.482003, -114.131212, -114.131212, -124.482003, 32.528832, 32.528832, 42.009519, 42.009519)",https://twitter.com/DWAwater/status/1116528995867082752,Desert Water Agency,"Palm Springs, CA","Desert Water Agency is a public, non-profit agency and State Water Contractor, serving a 325-square-mile area in the Palm Springs area. Follow/RT not endorsment",http://t.co/vXkP2LfYsk,FALSE,1204,1516,35,2451,975,1391543013,FALSE,http://t.co/vXkP2LfYsk,http://www.dwa.org,NA,https://pbs.twimg.com/profile_banners/2327619312/1492721567,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/430810508329902080/_XM7Wm9l_normal.jpeg,,1,,,,,1,,,,,,,,1,
75,38734174,7.48E+17,1467129335,BeingWaterWise,How are you teaching your kids to be #waterwise? Share with us! Tweet it out. #CADrought #BeWaterWise https://t.co/UQbbrKzMLm,Facebook,125,NA,NA,NA,FALSE,FALSE,3,0,NA,NA,"c(""waterwise"", ""CADrought"", ""BeWaterWise"")",NA,fb.me/TvvzEcPJ,https://t.co/UQbbrKzMLm,http://fb.me/TvvzEcPJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/BeingWaterWise/status/747820748975157248,Western MWD,"Riverside, CA","Providing water resource management and water, wastewater and recycled water services for nearly 1 million people in Inland SoCal. https://t.co/CfyosMq5dY.",https://t.co/JykrHfD3dX,FALSE,4506,382,146,6220,3689,1241813389,TRUE,https://t.co/JykrHfD3dX,http://wmwd.com,NA,https://pbs.twimg.com/profile_banners/38734174/1565890260,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1161435319356362752/KRWd4z-U_normal.jpg,,1,,,,,,1,,,,,,,1,
76,2726510880,5.80E+17,1427215887,PalmdaleH2O,All this water and none to use... Less is More... Save for OUR Future! #socal #cadrought #drought #preparedness http://t.co/goNMzTzzPh,Twitter Web Client,134,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,"c(""socal"", ""cadrought"", ""drought"", ""preparedness"")",NA,NA,NA,NA,http://pbs.twimg.com/media/CA4JSfTWAAAjqaT.jpg,http://t.co/goNMzTzzPh,https://twitter.com/PalmdaleH2O/status/580411616312721408/photo/1,photo,http://pbs.twimg.com/media/CA4JSfTWAAAjqaT.jpg,http://t.co/goNMzTzzPh,https://twitter.com/PalmdaleH2O/status/580411616312721408/photo/1,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/PalmdaleH2O/status/580411616312721408,Palmdale Water,"Palmdale, California","To view our Social Media Terms of Use Guidelines visit,
https://t.co/Q8BP8VFdxl.",http://t.co/tYmp4qbOSP,FALSE,702,179,14,1934,143,1407858623,FALSE,http://t.co/tYmp4qbOSP,http://palmdalewater.org/,NA,https://pbs.twimg.com/profile_banners/2726510880/1612366513,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/940754994340405248/bJ-pPk1W_normal.jpg,,1,,,,,1,,,,,,,,1,
77,1551505850,9.77E+17,1521658801,SanJuanWtrDist,"The average household leaks over 10,000 gallons of water a year. Take this @EPAwatersense 10-minute challenge to check your property. #FixALeak 

https://t.co/OhfaA8s0PA",TweetDeck,169,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,FixALeak,NA,bewatersmart.info/wp-content/upl…,https://t.co/OhfaA8s0PA,http://bewatersmart.info/wp-content/uploads/2017/03/detect-and-chase-down-checklist.pdf,NA,NA,NA,NA,NA,NA,NA,NA,157054525,EPAwatersense,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/SanJuanWtrDist/status/976533909230960641,San Juan Water Dist.,"Office in Granite Bay, CA","Providing reliable, high-quality water from Folsom Lake to our 265,000 customers.",http://t.co/WWuQ26KABE,FALSE,377,230,7,1320,1003,1372366603,FALSE,http://t.co/WWuQ26KABE,http://www.sjwd.org,NA,https://pbs.twimg.com/profile_banners/1551505850/1529444854,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/958820648570073089/bq63WrOT_normal.jpg,,1,,1,,,1,,1,,,,,,1,
79,41149912,1.25E+18,1587055142,IRWDnews,"Gardening at home? Check out the woollyleaf ceanothus. This evergreen shrub can reach six to eight feet in height and has reddish stems with leaves that are oval, dark green and slightly woolly on the undersides. Visit https://t.co/PviiLaFxBr for details #plants https://t.co/Tp31rN6R8F",Sprout Social,262,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,plants,NA,calscape.org,https://t.co/PviiLaFxBr,http://calscape.org,http://pbs.twimg.com/media/EVvTp_9XsAM5cg-.jpg,https://t.co/Tp31rN6R8F,https://twitter.com/IRWDnews/status/1250826042983448577/photo/1,photo,http://pbs.twimg.com/media/EVvTp_9XsAM5cg-.jpg,https://t.co/Tp31rN6R8F,https://twitter.com/IRWDnews/status/1250826042983448577/photo/1,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/IRWDnews/status/1250826042983448577,IRWDnews,"Irvine, CA; 949-453-5300","Irvine Ranch Water District provides water/sewer service to Irvine, parts of Lake Forest, Costa Mesa, Orange, Tustin, Santa Ana, Newport Beach, the canyons.",https://t.co/3WpyKtvFHw,FALSE,3774,2149,106,7120,948,1242750538,FALSE,https://t.co/3WpyKtvFHw,https://www.irwd.com/services,NA,https://pbs.twimg.com/profile_banners/41149912/1601596990,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/902967952504365056/4Y7DvTXW_normal.jpg,,1,,1,,,,,1,,,,,,1,
81,305260616,4.90E+17,1405705118,venturawaterCA,Out of laziness? Let's re-spin your decision to drive a dirty car as a responsible strategy to save water!  How... http://t.co/8xQ4YnLsCK,Facebook,137,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,NA,NA,fb.me/6Bv8xM63A,http://t.co/8xQ4YnLsCK,http://fb.me/6Bv8xM63A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/venturawaterCA/status/490188910916411392,Ventura Water,"Ventura, California",A Trusted Life Source for Generations- Ventura Water provides safe and reliable water and wastewater services to the City of Ventura.,https://t.co/bUz9nShaDw,FALSE,1927,585,43,3695,168,1306362650,FALSE,https://t.co/bUz9nShaDw,http://www.venturawater.net,NA,https://pbs.twimg.com/profile_banners/305260616/1584552166,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1455821592/110720_Ventura_Waterlogoweb180_normal.jpg,,1,,1,,,,1,1,,,,,,1,
82,38734174,1.13E+18,1558560776,BeingWaterWise,We're getting some cold rain in the Inland Empire. Please give your sprinklers a 48 hour break. https://t.co/QE0DDnAieQ,Hootsuite Inc.,95,NA,NA,NA,FALSE,FALSE,6,1,NA,NA,NA,NA,NA,NA,NA,http://pbs.twimg.com/ext_tw_video_thumb/1131311920827588608/pu/img/t1yQd--42A-CDtMA.jpg,https://t.co/QE0DDnAieQ,https://twitter.com/BeingWaterWise/status/1131312009910394880/video/1,photo,http://pbs.twimg.com/ext_tw_video_thumb/1131311920827588608/pu/img/t1yQd--42A-CDtMA.jpg,https://t.co/QE0DDnAieQ,https://twitter.com/BeingWaterWise/status/1131312009910394880/video/1,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/BeingWaterWise/status/1131312009910394880,Western MWD,"Riverside, CA","Providing water resource management and water, wastewater and recycled water services for nearly 1 million people in Inland SoCal. https://t.co/CfyosMq5dY.",https://t.co/JykrHfD3dX,FALSE,4506,382,146,6220,3689,1241813389,TRUE,https://t.co/JykrHfD3dX,http://wmwd.com,NA,https://pbs.twimg.com/profile_banners/38734174/1565890260,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1161435319356362752/KRWd4z-U_normal.jpg,,1,,1,,,1,,1,,,,,,1,
84,106542303,1.10E+18,1551739997,SweetwaterAuth,.@SweetwaterAuth is capturing this #rain in our reservoirs so we can deliver local water sources to our customers! https://t.co/kQe56OgrUh,Twitter Web Client,114,NA,NA,NA,TRUE,FALSE,13,2,NA,NA,rain,NA,twitter.com/sdcwa/status/1…,https://t.co/kQe56OgrUh,https://twitter.com/sdcwa/status/1101908796681654272,NA,NA,NA,NA,NA,NA,NA,NA,106542303,SweetwaterAuth,en,1.10E+18,"Thanks to the atmospheric river weather phenomenon, California and #SanDiego have experienced higher than average #rainfall in water year 2019: https://t.co/n52UEgacek",1551550504,Sprout Social,9,1,16244050,sdcwa,San Diego County Water Authority,5762,2122,19944,San Diego County,Proudly serving safe and reliable water supplies to the San Diego region and our member agencies since 1944. Latest water news at: https://t.co/YzkLAig4LF,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/SweetwaterAuth/status/1102703588785057793,Sweetwater Authority,"Chula Vista, California","Sweetwater Authority provides safe, reliable water service to approximately 189,000 residents of Chula Vista, National City and Bonita, CA",http://t.co/73YUs0veMw,FALSE,2051,731,54,1867,800,1263939684,FALSE,http://t.co/73YUs0veMw,http://www.sweetwater.org,NA,https://pbs.twimg.com/profile_banners/106542303/1446846257,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1242484381706407941/E4StV0Wf_normal.jpg,,1,,,,,1,,,,,,,,1,
89,2327619312,7.26E+17,1461964224,DWAwater,"#Savewater and money? Yes, please. https://t.co/IGZxgArsHY",Twitter Web Client,58,NA,NA,NA,TRUE,FALSE,0,0,NA,NA,Savewater,NA,twitter.com/AWWAACE/status…,https://t.co/IGZxgArsHY,https://twitter.com/AWWAACE/status/726149526176686081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,7.26E+17,Can you save #money while saving #water around the house? Yes! Find out how on our #DrinkTap #blog - https://t.co/2XepXkiq3H.,1461962512,Hootsuite,4,0,95236446,awwa,American Water Works Association,26844,697,11653,"Denver, Colorado",Dedicated to the world’s most important resource.,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/DWAwater/status/726156703536807936,Desert Water Agency,"Palm Springs, CA","Desert Water Agency is a public, non-profit agency and State Water Contractor, serving a 325-square-mile area in the Palm Springs area. Follow/RT not endorsment",http://t.co/vXkP2LfYsk,FALSE,1204,1516,35,2451,975,1391543013,FALSE,http://t.co/vXkP2LfYsk,http://www.dwa.org,NA,https://pbs.twimg.com/profile_banners/2327619312/1492721567,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/430810508329902080/_XM7Wm9l_normal.jpeg,,1,,,,,1,,,,,1,,,1,1
